455,253,227,2870,220,1,1,401.5482728481293,83.11340856552124,True,True,-0.009016440445008149,-0.007586716432281084,12,uniform,uniform,kde,cancer
455,54,55,3290,50,1,1,422.5936245918274,42.68981671333313,True,True,-0.06349486745884775,-0.07685160818304682,12,uniform,uniform,kde,cancer
455,324,334,2700,60,1,1,488.34238028526306,100.15552997589111,True,True,-0.005364981591872574,-0.005289248450525529,12,uniform,uniform,kde,cancer
455,412,152,4180,70,1,1,517.2044324874878,109.79198122024536,True,True,-0.003641863063263669,-0.009610761646481693,12,uniform,uniform,kde,cancer
455,384,222,4480,170,1,1,568.006917476654,119.6129035949707,True,True,-0.014036741459422917,-0.011158639211601233,12,uniform,uniform,kde,cancer
455,334,392,0,110,0,1,325.7708966732025,338.0895788669586,True,True,-1.125365901348496e-05,-0.016500555596106796,12,uniform,uniform,kde,cancer
455,419,296,5150,90,1,1,735.9581339359283,132.6504409313202,True,True,-0.0053499977675011065,-0.005030307895967052,12,uniform,uniform,kde,cancer
455,209,162,4310,110,1,1,783.8536052703857,134.8179268836975,True,True,-0.009236223163018071,-0.008824431542724148,12,uniform,uniform,kde,cancer
455,82,88,3510,160,1,1,971.2577731609344,94.50307583808899,True,True,-0.013015292305414972,-0.0072134586132002135,12,uniform,uniform,kde,cancer
455,294,100,10920,90,1,1,1234.0702216625214,74.22800040245056,True,True,-0.029731231189616163,-0.030035900524946903,12,uniform,uniform,kde,cancer
455,139,128,9810,260,1,1,1338.2675347328186,88.11447381973267,True,True,-0.00298679489607643,-0.004196247089948179,12,uniform,uniform,kde,cancer
455,280,330,6280,150,1,1,1320.5247530937195,141.73315262794495,True,True,-0.06935727744896984,-0.07400757127912479,12,uniform,uniform,kde,cancer
455,237,21,4220,2360,1,1,1084.7499468326569,345.9410789012909,True,True,-0.01792786633092764,-0.04364097809323265,12,uniform,uniform,kde,cancer
455,72,58,10870,40,1,1,1413.1696426868439,100.96143794059753,True,True,-0.08926596264169391,-0.0900066418563988,12,uniform,uniform,kde,cancer
455,108,46,11270,930,1,1,1384.372710943222,129.8518669605255,True,True,-0.06398352266023082,-0.03844494839961119,12,uniform,uniform,kde,cancer
455,161,185,12800,210,1,1,1535.666568994522,118.21704387664795,True,True,-0.044668854508109875,-0.0448108771637085,12,uniform,uniform,kde,cancer
455,74,30,8300,2550,1,2,1386.3737733364105,336.1058361530304,True,True,-0.004348366461653913,-0.003972563473479376,12,uniform,uniform,kde,cancer
455,126,234,10510,3550,1,1,1428.436480998993,335.98491859436035,True,True,-0.04836893104182835,-0.040994815462913996,12,uniform,uniform,kde,cancer
455,352,157,13600,120,1,1,1660.09370803833,170.3319890499115,True,True,-0.004894777088287961,-0.005033629035862858,12,uniform,uniform,kde,cancer
455,437,231,12600,150,1,1,1698.7368471622467,136.32664132118225,True,True,-0.023907187710947048,-0.021749193858256695,12,uniform,uniform,kde,cancer
455,431,146,12560,90,1,1,1850.6664810180664,108.3192777633667,True,True,-0.007930384105282233,-0.011821952409924816,12,uniform,uniform,kde,cancer
455,342,171,15420,180,1,1,1961.7631831169128,134.2946298122406,True,True,-0.004424487700589486,-0.0037253081443181946,12,uniform,uniform,kde,cancer
455,235,29,19420,2090,1,1,1942.1787135601044,252.42042994499207,True,True,-0.005771388476178027,-0.005704801171520759,12,uniform,uniform,kde,cancer
455,379,297,10140,110,1,1,2174.716821670532,160.71625876426697,True,True,-0.012457057224747754,-0.010172663722323207,12,uniform,uniform,kde,cancer
455,442,89,12220,80,1,1,2297.777922153473,117.79751968383789,True,True,-0.001571420055507044,-0.004829077231797949,12,uniform,uniform,kde,cancer
454,252,60,16610,7310,1,3,1825.972951889038,579.6527006626129,False,True,0.002450443832799232,-0.003634099786739075,12,uniform,uniform,kde,cancer
455,375,48,22330,120,1,1,2446.501250743866,139.56014895439148,True,True,-0.010196019035502874,-0.008077303521442303,12,uniform,uniform,kde,cancer
455,95,337,13100,100,1,1,2624.6607451438904,99.26916599273682,True,True,-0.1320998724869862,-0.08361228556505103,12,uniform,uniform,kde,cancer
455,326,371,14860,340,1,1,2704.3813240528107,196.07241535186768,True,True,-0.011420070187862025,-0.007549908475713161,12,uniform,uniform,kde,cancer
455,362,159,22510,160,1,1,3027.4006683826447,114.33118915557861,True,True,-0.011741238941033249,-0.01182772153238259,12,uniform,uniform,kde,cancer
455,362,110,15000,60,1,1,2976.67774105072,139.19036746025085,True,True,-0.0067337555610135925,-0.00621831746965962,12,uniform,uniform,kde,cancer
455,383,113,26230,90,1,1,3240.264374732971,126.04328298568726,True,True,-0.0053286647103524005,-0.003464682421925404,12,uniform,uniform,kde,cancer
455,448,110,31650,250,1,1,4331.7149114608765,174.7140748500824,True,True,-0.0026354726627231713,-0.0034172451614047617,12,uniform,uniform,kde,cancer
455,407,170,22960,70,1,1,4378.693974733353,165.6426875591278,True,True,-0.005609777120971347,-0.008677402988544651,12,uniform,uniform,kde,cancer
455,295,413,32960,40,1,1,4497.721181869507,130.50591206550598,True,True,-0.019942901426595144,-0.011533897354248287,12,uniform,uniform,kde,cancer
455,349,64,31720,1540,1,1,5246.834070444107,543.7365646362305,False,True,0.0005607881614323437,-0.002209309559133169,12,uniform,uniform,kde,cancer
455,448,176,51380,160,2,1,7234.894159793854,256.0531952381134,False,False,1,0.0003319832766055474,12,uniform,uniform,kde,cancer
455,304,204,49470,60,1,1,7309.159421682358,225.77285265922546,False,True,1,-0.009661338942581707,12,uniform,uniform,kde,cancer
455,356,174,42850,510,1,2,7244.257602930069,443.99615263938904,False,True,1,-0.0011050613687342353,12,uniform,uniform,kde,cancer
455,126,33,44760,4120,2,2,7262.827082157135,449.2463893890381,False,True,1,-0.07129547438828511,12,uniform,uniform,kde,cancer
455,295,21,55000,9510,2,3,7280.524102449417,696.1285107135773,False,True,1,-0.022055292957488825,12,uniform,uniform,kde,cancer
455,242,19,65450,11580,2,2,7263.854134559631,753.6943352222443,False,True,1,-0.015248913389207664,12,uniform,uniform,kde,cancer
455,400,11,56710,16890,2,2,7236.6285655498505,1279.1651601791382,False,True,1,-0.024753879970381573,12,uniform,uniform,kde,cancer
455,348,29,56880,20300,2,4,7276.803380727768,1429.0041434764862,False,True,1,-0.025866037608849386,12,uniform,uniform,kde,cancer
455,322,96,58000,91360,2,4,7261.775588750839,5131.433794498444,False,False,1,0.00031326958502264743,12,uniform,uniform,kde,cancer
455,344,11,51930,102480,2,5,7306.006009817123,5144.0267786979675,False,True,1,-0.0006988354903930228,12,uniform,uniform,kde,cancer
455,288,1,69850,284990,2,12,7219.335651874542,7209.254025936127,False,False,1,1,12,uniform,uniform,kde,cancer
454,223,141,68030,187130,2,7,7238.878776788712,7214.0285840034485,False,False,1,1,12,uniform,uniform,kde,cancer
455,431,140,52430,152190,2,6,7281.192050695419,7272.499080896378,False,False,1,1,12,uniform,uniform,kde,cancer
455,316,36,63500,150450,2,6,7255.387236356735,7262.407577037811,False,False,1,1,12,uniform,uniform,kde,cancer
