49,41,42,280,20,1,"(35,)",1,"(35,)",1,[35],4.929810285568237,2.70835018157959,True,True,-0.02137506922778009,-0.022095322550955147,[0.035494635425813506],[0.03641951658025632],3,uniform,uniform,kde,cancer
50,44,47,140,100,1,"(36,)",1,"(36,)",1,[11],3.6113030910491943,3.952681541442871,True,True,-0.001721655078092587,-0.0021476265993099083,[0.010007432157057206],[0.009576962953974713],3,uniform,uniform,kde,cancer
45,29,20,120,90,1,"(0,)",1,"(0,)",1,[35],4.132298707962036,3.0192604064941406,True,True,-0.00932951385465818,-0.0075035477884045545,[0.030838341389381844],[0.03301039738327667],3,uniform,uniform,kde,cancer
49,11,34,110,140,1,"(9,)",1,"(9,)",1,[31],5.035068511962891,6.3253233432769775,True,True,-0.029622944887167452,-0.13741177377839708,[0.01098710141136457],[0.013806040962335618],3,uniform,uniform,kde,cancer
49,39,36,150,260,1,"(10,)",1,"(10,)",1,[31],4.889984607696533,4.148918867111206,True,True,-0.002084128381663674,-0.006655703667612098,[0.009514197606689052],[0.009369643659485543],3,uniform,uniform,kde,cancer
50,48,49,600,40,1,"(35,)",1,"(35,)",1,[35],8.56271243095398,2.480457067489624,True,True,-0.04824184265882423,-0.04824184265882423,[0.04188023433888738],[0.04325485961442697],3,uniform,uniform,kde,cancer
47,36,29,80,50,1,"(34,)",1,"(34,)",1,[35],4.242920398712158,5.275958061218262,True,True,-0.012101379418661537,-0.030964904576642194,[0.014224827517589212],[0.01409372682727653],3,uniform,uniform,kde,cancer
49,34,43,70,50,1,"(31,)",1,"(31,)",1,[35],2.151977062225342,10.88080906867981,True,True,-0.019350798004094633,-0.06530451709377849,[0.003622496629566632],[0.002840050354043346],3,uniform,uniform,kde,cancer
49,17,15,20,33340,1,"(40,)",1,"(40,)",1,[8],2.6559553146362305,15.098111867904663,True,True,-0.042476038467771066,-0.04109644981548444,[0.0024087246097500028],[0.0025550391697107835],3,uniform,uniform,kde,cancer
49,42,25,20,420,1,"(12,)",1,"(46,)",1,[35],7.299428462982178,5.9569251537323,False,True,0.0034304460881504433,-0.026589247138277088,[0.006744469815795716],[0.0075698829146738774],3,uniform,uniform,kde,cancer
46,38,32,720,310,1,"(35,)",1,"(35,)",1,[35],17.5292809009552,6.011948823928833,True,False,-0.0013874610369071171,0.0015244797458293402,[0.04077548878328995],[0.04126620379748543],3,uniform,uniform,kde,cancer
49,40,38,460,30,1,"(35,)",1,"(35,)",1,[35],11.415642738342285,5.391553640365601,True,True,-0.03931924009471303,-0.03976938108553847,[0.01919372989953114],[0.018265792974053542],3,uniform,uniform,kde,cancer
22,19,2,1620,480,2,"(0, 31)",2,"(0, 31)",3,"[31, 46, 47]",18.452125072479248,7.8804380893707275,True,True,-0.010833993396875843,-0.055387004665145026,[1.2036320935526255],[1.2044990925752024],3,uniform,uniform,kde,cancer
46,33,29,810,90,1,"(35,)",1,"(35,)",1,[35],13.480743169784546,6.946418762207031,True,True,-0.028771816413144292,-0.028771816413144295,[0.018884162949097248],[0.018830863639649364],3,uniform,uniform,kde,cancer
32,8,13,1500,50,1,"(1,)",1,"(1,)",1,[12],18.57076930999756,5.8069775104522705,True,True,-0.03578288535450588,-0.2415326580828604,[0.021989268581096302],[0.021961283878272803],3,uniform,uniform,kde,cancer
42,38,16,1820,760,2,"(13, 0)",2,"(13, 0)",3,"[47, 46, 13]",19.501210689544678,10.527958393096924,False,True,0.00012981596756504778,-0.022825119653967184,[0.0900836472855264],[0.08987833353396799],3,uniform,uniform,kde,cancer
46,29,29,420,3140,1,"(1,)",1,"(1,)",1,[38],13.019316911697388,6.011101245880127,True,True,-0.005994556744060271,-0.013358002099276896,[0.006380699491525073],[0.006574764547583643],3,uniform,uniform,kde,cancer
50,44,38,2080,470,1,"(35,)",1,"(35,)",1,[3],30.736232042312622,3.4765520095825195,True,True,-0.011589773719070946,-0.012440795731936722,[0.019287564077258446],[0.021289656509803027],3,uniform,uniform,kde,cancer
45,31,34,2960,150,2,"(46, 3)",2,"(46, 3)",2,"[3, 12]",32.919726610183716,3.9188976287841797,True,True,-0.004297291723731743,-0.09521143678338514,[0.07660343388639564],[0.07645824729308665],3,uniform,uniform,kde,cancer
36,20,9,3660,470,2,"(35, 14)",2,"(35, 14)",5,"[35, 31, 33, 16, 38]",32.314295291900635,6.41675329208374,True,True,-0.006774325659623143,-0.04390014186927092,[0.20773586805478503],[0.20927166071113718],3,uniform,uniform,kde,cancer
50,46,33,2530,20,1,"(35,)",1,"(35,)",1,[35],37.67355298995972,3.3916757106781006,True,True,-0.025041493603119764,-0.029020809048060727,[0.04111505735918686],[0.04670544552521208],3,uniform,uniform,kde,cancer
36,29,18,1300,350,1,"(35,)",1,"(35,)",4,"[11, 8, 1, 41]",15.035631895065308,29.996523141860962,True,False,-0.027954094876370954,0.002899036187990685,[0.022270748868778608],[0.020604595566460313],3,uniform,uniform,kde,cancer
49,47,31,3690,510,2,"(9, 18)",2,"(9, 18)",2,"[38, 0]",43.45873188972473,9.471439599990845,True,True,-0.00043918693363576776,-0.003316687911751756,[0.03531269595723474],[0.03530243398618413],3,uniform,uniform,kde,cancer
45,33,29,4620,60,2,"(30, 46)",2,"(30, 46)",2,"[46, 47]",51.30818772315979,2.5321686267852783,True,True,-0.0065972404831369505,-0.011468437223604643,[0.06278203060881532],[0.06212532722936925],3,uniform,uniform,kde,cancer
34,19,7,7850,40,2,"(12, 35)",2,"(12, 35)",2,"[35, 12]",68.45986437797546,1.957890272140503,True,True,-0.36387952748712804,-0.3667501418179022,[0.668194164067922],[0.6788458470440556],3,uniform,uniform,kde,cancer
